elevation_deg,link_margin_db,hybrid_mcs
10.630140031118026,6.913425205601245,64-QAM
10.649033118470772,6.916825961324739,64-QAM
10.667926205823516,6.920226717048233,64-QAM
10.686819293176262,6.923627472771727,64-QAM
10.705712380529008,6.927028228495221,64-QAM
10.724605467881752,6.9304289842187154,64-QAM
10.743498555234495,6.933829739942209,64-QAM
10.762391642587243,6.937230495665704,64-QAM
10.781284729939987,6.940631251389197,64-QAM
10.800177817292731,6.944032007112692,64-QAM
10.819070904645477,6.947432762836186,64-QAM
10.837963991998222,6.95083351855968,64-QAM
10.856857079350966,6.9542342742831735,64-QAM
10.875750166703712,6.957635030006668,64-QAM
10.894643254056458,6.961035785730163,64-QAM
10.913536341409202,6.964436541453656,64-QAM
10.932429428761946,6.96783729717715,64-QAM
10.951322516114693,6.971238052900645,64-QAM
10.970215603467437,6.974638808624139,64-QAM
10.989108690820181,6.9780395643476325,64-QAM
11.008001778172927,6.981440320071127,64-QAM
11.026894865525673,6.9848410757946215,64-QAM
11.045787952878417,6.988241831518115,64-QAM
11.064681040231163,6.991642587241609,64-QAM
11.083574127583908,6.995043342965103,64-QAM
11.102467214936652,6.998444098688598,64-QAM
11.121360302289398,7.0018448544120915,64-QAM
11.140253389642144,7.005245610135586,64-QAM
11.159146476994888,7.00864636585908,64-QAM
11.178039564347632,7.012047121582574,64-QAM
11.196932651700378,7.015447877306068,64-QAM
11.215825739053123,7.018848633029562,64-QAM
11.234718826405867,7.022249388753056,64-QAM
11.253611913758613,7.0256501444765505,64-QAM
11.272505001111359,7.029050900200044,64-QAM
11.291398088464103,7.032451655923539,64-QAM
11.310291175816849,7.035852411647033,64-QAM
11.329184263169594,7.039253167370527,64-QAM
11.348077350522338,7.04265392309402,64-QAM
11.366970437875082,7.046054678817515,64-QAM
11.38586352522783,7.049455434541009,64-QAM
11.404756612580574,7.052856190264503,64-QAM
11.423649699933318,7.056256945987997,64-QAM
11.442542787286063,7.059657701711491,64-QAM
11.46143587463881,7.063058457434986,64-QAM
11.480328961991553,7.066459213158479,64-QAM
11.499222049344299,7.069859968881974,64-QAM
11.518115136697045,7.073260724605468,64-QAM
11.537008224049789,7.076661480328962,64-QAM
11.555901311402534,7.080062236052456,64-QAM
11.57479439875528,7.08346299177595,64-QAM
11.593687486108024,7.086863747499445,64-QAM
11.612580573460768,7.090264503222938,64-QAM
11.631473660813514,7.093665258946432,64-QAM
11.65036674816626,7.0970660146699265,64-QAM
11.669259835519004,7.100466770393421,64-QAM
11.68815292287175,7.103867526116915,64-QAM
11.707046010224495,7.107268281840409,64-QAM
11.725939097577239,7.110669037563903,64-QAM
11.744832184929985,7.114069793287397,64-QAM
11.76372527228273,7.117470549010891,64-QAM
11.782618359635475,7.1208713047343855,64-QAM
11.801511446988219,7.124272060457879,64-QAM
11.820404534340966,7.127672816181374,64-QAM
11.83929762169371,7.131073571904867,64-QAM
11.858190709046454,7.134474327628362,64-QAM
11.8770837963992,7.137875083351856,64-QAM
11.895976883751946,7.14127583907535,64-QAM
11.91486997110469,7.1446765947988435,64-QAM
11.933763058457435,7.148077350522338,64-QAM
11.952656145810181,7.151478106245833,64-QAM
11.971549233162925,7.154878861969326,64-QAM
11.990442320515669,7.15827961769282,64-QAM
12.009335407868416,7.161680373416315,64-QAM
12.02822849522116,7.165081129139809,64-QAM
12.047121582573904,7.1684818848633025,64-QAM
12.06601466992665,7.171882640586797,64-QAM
12.084907757279396,7.1752833963102916,64-QAM
12.10380084463214,7.178684152033785,64-QAM
12.122693931984886,7.182084907757279,64-QAM
12.141587019337631,7.185485663480774,64-QAM
12.160480106690375,7.188886419204268,64-QAM
12.179373194043121,7.1922871749277615,64-QAM
12.198266281395867,7.195687930651256,64-QAM
12.21715936874861,7.1990886863747505,64-QAM
12.236052456101355,7.202489442098244,64-QAM
12.2549455434541,7.205890197821738,64-QAM
12.273838630806846,7.209290953545232,64-QAM
12.29273171815959,7.212691709268727,64-QAM
12.311624805512336,7.2160924649922205,64-QAM
12.330517892865082,7.219493220715714,64-QAM
12.349410980217826,7.222893976439209,64-QAM
12.368304067570572,7.226294732162703,64-QAM
12.387197154923317,7.229695487886197,64-QAM
12.406090242276061,7.23309624360969,64-QAM
12.424983329628805,7.236496999333185,64-QAM
12.443876416981553,7.239897755056679,64-QAM
12.462769504334297,7.243298510780173,64-QAM
12.48166259168704,7.246699266503667,64-QAM
12.500555679039786,7.250100022227162,64-QAM
12.519448766392532,7.253500777950656,64-QAM
12.538341853745276,7.256901533674149,64-QAM
12.557234941098022,7.260302289397644,64-QAM
12.576128028450768,7.263703045121138,64-QAM
12.595021115803512,7.267103800844632,64-QAM
12.613914203156257,7.270504556568126,64-QAM
12.632807290509003,7.273905312291621,64-QAM
12.651700377861747,7.277306068015115,64-QAM
12.670593465214491,7.280706823738608,64-QAM
12.689486552567237,7.284107579462102,64-QAM
12.708379639919983,7.287508335185597,64-QAM
12.727272727272727,7.290909090909091,64-QAM
12.746165814625472,7.294309846632585,64-QAM
12.765058901978218,7.297710602356079,64-QAM
12.783951989330962,7.301111358079574,64-QAM
12.802845076683708,7.304512113803067,64-QAM
12.821738164036454,7.307912869526561,64-QAM
12.840631251389198,7.3113136252500555,64-QAM
12.859524338741942,7.31471438097355,64-QAM
12.878417426094689,7.318115136697044,64-QAM
12.897310513447433,7.321515892420537,64-QAM
12.916203600800177,7.324916648144032,64-QAM
12.935096688152923,7.328317403867526,64-QAM
12.953989775505669,7.33171815959102,64-QAM
12.972882862858413,7.3351189153145135,64-QAM
12.991775950211158,7.338519671038009,64-QAM
13.010669037563904,7.341920426761503,64-QAM
13.029562124916648,7.345321182484996,64-QAM
13.048455212269394,7.348721938208491,64-QAM
13.067348299622138,7.352122693931985,64-QAM
13.086241386974883,7.355523449655479,64-QAM
13.10513447432763,7.3589242053789725,64-QAM
13.124027561680373,7.362324961102467,64-QAM
13.142920649033119,7.3657257168259616,64-QAM
13.161813736385863,7.369126472549455,64-QAM
13.180706823738609,7.372527228272949,64-QAM
13.199599911091354,7.375927983996444,64-QAM
13.218492998444098,7.379328739719938,64-QAM
13.237386085796844,7.3827294954434315,64-QAM
13.256279173149588,7.386130251166925,64-QAM
13.275172260502334,7.3895310068904205,64-QAM
13.29406534785508,7.392931762613914,64-QAM
13.312958435207824,7.396332518337408,64-QAM
